,Original_Text,Class_String,Class_Number,Neuron_2
6620, NEW YORK (Reuters) - Brett Favre celebrated his 200th  consecutive start by throwing three touchdown passes as the  Green Bay Packers destroyed the St. Louis Rams 45-17 at Lambeau  Field Monday.,Sports,2,1.3039079
6628,"David Dubois scored a game-high 17 points as Maine held on for a 58-52 men's basketball victory over Dartmouth last night at Hanover, N.H.",Sports,2,1.2673522
6675,"FORMER Rangers, Everton and Scotland captain Richard Gough has been appointed as the new manager of troubled Scottish Premier League outfit Livingston.",Sports,2,1.2308336
6684,"Manchester United manager Sir Alex Ferguson has raised the stakes before the Carling Cup clash with Arsenal at Old Trafford, by claiming that Chelsea are now the team to beat.",Sports,2,1.1994295
6688,"BEREA, Ohio (Ticker) - One day after admitting that his shaky job status was a  quot;distraction quot; to his players, Butch Davis resigned as coach of the Cleveland Browns on Tuesday.",Sports,2,1.2418674
6727,The Palace in Auburn Hills bans two men from events for their involvement in last month's brawl between the Pistons and Indian Pacers.,Sports,2,1.1894401
6735," PROVO, Utah (Sports Network) - Gary Crowton has resigned  from his position as the head football coach at Brigham Young.",Sports,2,1.3131416
6740,David Bellion scored 19 seconds after the opening kickoff as Manchester United #39;s backup team edged Arsenal #39;s youngsters 1-0 on Wednesday to reach the semifinal of the English League Cup.,Sports,2,1.4619907
6741,"Three seasons after hiring Tyrone Willingham as head coach of the football program, the powers that be in South Bend, Ind., fired the 28-year coaching veteran Tuesday, one month prior to the Fighting Irish #39;s scheduled matchup with UCLA in the Insight Bowl ",Sports,2,1.2633861
6769, NEW YORK (Reuters) - Eddy Curry registered 18 points and 10  rebounds and Tyson Chandler added 18 rebounds and 10 points as  the Chicago Bulls stunned the Los Angeles Lakers 92-84  Wednesday.,Sports,2,1.2161815
6802,"University of Notre Dame officials are apparently prepared to interview Utah football coach Urban Meyer as early as tonight, only two days after the school fired coach Tyrone Willingham after three seasons.",Sports,2,1.3778162
6825," ST. LOUIS, Mo., (Sports Network) - St. Louis Rams running  back Marshall Faulk has been downgraded from probable to  questionable for Sunday's game against the San Francisco 49ers  with a bruised left knee.",Sports,2,1.289895
6861," BEAVER CREEK, Colorado (Reuters) - American Bode Miller won  a men's World Cup Alpine skiing downhill on Friday for his  phenomenal fourth victory in five races.",Sports,2,1.3094044
6863,"Houston, TX (Sports Network) - The Houston Astros re-signed free agent infielder Jose Vizcaino to a one-year contract on Friday. Vizcaino appeared in 138 games for the Astros in 2004, his fourth season with ",Sports,2,1.3134365
6874,"AP - UCLA soccer coach Jillian Ellis was happy to beat her best friend, Princeton counterpart Julie Shackford. After all, a spot in the NCAA championship game was on the line.",Sports,2,1.188286
6888,"The Patriots' Adam Vinatieri and Cleveland's Phil Dawson formed a productive practice pair in 1998. Vinatieri scored a personal-high 127 points in '98, his third NFL season, while Dawson performed as a practice squad player.",Sports,2,1.3204618
6918,"Ruud van Nistelrooy will miss Manchester United #39;s last Champions League Group D game away to Fenerbahce on Wednesday because of a calf injury, the Premier League club said.",Sports,2,1.2584394
6922,"NO SPECTATORS will be watching in the ground, but the eyes of Europe will be trained on Romes Olympic Stadium tonight as Real Madrid seek the win they probably need to avoid a humiliating, early exit from the Champions League.",Sports,2,1.2189927
6923,"AP - LeBron James scored 27 points and assisted on Lucious Harris' clinching 3-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the New Jersey Nets on Tuesday night.",Sports,2,1.3009611
6932,Dirk Nowitzki scored 23 of his 34 points in the second half as the Dallas Mavericks snapped the Minnesota Timberwolves #39; five-game winning streak 97-87.,Sports,2,1.2799547
6978,AP - Utah defensive coordinator Kyle Whittingham was hired as the school's football coach to replace Urban Meyer.,Sports,2,1.2924218
6994,"AP - Six-time All-Star catcher Sandy Alomar Jr. agreed Wednesday to a  #36;550,000, one-year contract with the Texas Rangers to be a part-time player next season.",Sports,2,1.2822827
7009,Rafael Benitez praised the captain #39;s performance of Steven Gerrard after his dramatic late goal earned Liverpool a place in the last 16 of the Champions League on Wednesday.,Sports,2,1.2122937
7078,Massachusetts made sure its first home game against a defending national champion was one to remember. The Minutemen stunned seventh-ranked Connecticut 61-59 on Rashaun Freeman #39;s layup with 4.3 seconds to play Thursday night.,Sports,2,1.1930501
7105,Buffalo Bills offensive coordinator Tom Clements has emerged on a short list of candidates whom Notre Dame has targeted for its head coaching vacancy.,Sports,2,1.2681893
7107," ANAHEIM, Calif. (Sports Network) - The Anaheim Angels have  reportedly agreed to a contract with veteran free-agent  outfielder Steve Finley.",Sports,2,1.3528789
7128,HOUSTON Yao Ming #39;s 21 points and nine rebounds led the Houston Rockets to an 89-to-81 victory over the hapless New Orleans Hornets.,Sports,2,1.2009755
7155,"LONDON, England -- Portsmouth chairman Milan Mandaric has reportedly put former Southampton manager Gordon Strachan at the top of a list of possible targets for the English Premier League club #39;s vacant managerial position.",Sports,2,1.3172804
7160,"As Arsenal are preparing to play Chelsea in the big game of the weekend, Gunners #39; manager Frenchman Arsene Wenger is still deciding in the build-up to Sunday #39;s Premier League showdown.",Sports,2,1.3458562
7161,Paolo Guerrero scored the equalizer and set up another goal to allow Bayern Munich to spend the winter break in first place in the Bundesliga with a 2-2 draw against Stuttgart on Saturday.,Sports,2,1.1987756
7169,"ANAHEIM, Calif. There #39;s a chance John Smoltz could return to the Atlanta Braves #39; rotation if the team finds another closer.",Sports,2,1.1882466
7184,Vitali Klitschko proved too strong for Danny Williams as he retained his world championship crown in Las Vegas last night. Williams vowed to continue boxing despite being outclassed by Klitschko.,Sports,2,1.2312258
7193,"Irving, TX (Sports Network) - Dallas Cowboys running back Eddie George was inactive for Sunday #39;s game against New Orleans as a healthy scratch and missed a game for the first time in his NFL career.",Sports,2,1.2217804
7199,AP - Erin Lawless scored a career-high 26 points and grabbed seven rebounds and No. 21 Purdue beat Western Michigan 74-42 on Sunday.,Sports,2,1.2568767
7212,Shelden Williams collects 18 points and 15 rebounds to give Duke an 82-54 triumph over Toledo and Coach Mike Krzyzewski his 700th career win on Sunday.,Sports,2,1.366854
7213,LONDON - Arsenal manager Arsene Wenger has praised Thierry Henry #39;s speed of thought after the striker stroked home a quick free-kick that helped champions Arsenal to a 2-2 draw against Premiership leaders Chelsea at Highbury last night.,Sports,2,1.2855624
7221,"FOXBOROUGH -- Tyrone Poole said he probably could count the number of plays he got in on with one hand, but after missing seven games because of knee surgery, the Patriots' starting cornerback was just pleased to get back on the field.",Sports,2,1.2025198
7234,"AP - The St. Louis Rams won a finale that, in the end, they needed much more than the New York Jets. Marc Bulger threw for 450 yards and three touchdowns and Jeff Wilkins hit a 31-yard field goal with 3:03 left in overtime Sunday to give the Rams a 32-29 win over the New York Jets, clinching their fourth playoff berth in five seasons under coach Mike Martz.",Sports,2,1.2639755
7235, NEW YORK (Reuters) - Shaquille O'Neal and Dwyane Wade each  scored 20 points and added nine rebounds as the Miami Heat  notched their fourth consecutive win dumping the struggling  Toronto Raptors 106-98 Sunday.,Sports,2,1.2789562
7243,Puzzling is the best word to describe Notre Dames attempt to find a new head football coach after dumping Tyrone Willingham unceremoniously two weeks ago.,Sports,2,1.2261443
7283,"Pedro Martinez closed in on a four-year deal with the New York Mets, and the Boston Red Sox resigned themselves Monday to losing the three-time Cy Young Award winner.",Sports,2,1.2519509
7287,"Fulham manager Chris Coleman was delighted with his side #39;s second-half performance, which brought them a hard-earned point in a 1-1 draw against Manchester United at Craven Cottage.",Sports,2,1.2059335
7345,Rangers manager Alex McLeish has criticised the punishment handed out to Nacho Novo by the Scottish Football Association. Novo and Celtic striker Henri Camara were both given one-match bans ,Sports,2,1.2257224
7402,Valencia say they do not plan to appeal against the seven-match ban given to midfielder Miguel Angel Angulo by UEFA for his behaviour during last week #39;s Champions League match against Werder Bremen.,Sports,2,1.395194
7432,"AP - LeBron James scored 12 of his 25 points in less than three minutes of the third quarter and Ira Newble added a season-high 18 as the Cleveland Cavaliers won their ninth straight at home, 112-88 over the Portland Trail Blazers on Wednesday night.",Sports,2,1.1918156
7486,"Atlanta, GA (Sports Network) - The Atlanta Braves announced Thursday that the team has come to terms with longtime pitcher John Smoltz to a new two-year contract with a club option for the 2007 season.",Sports,2,1.3271035
7500,"Reuters - The Atlanta Braves have acquired\standout righthander Tim Hudson from the Oakland Athletics in\exchange for outfielder Charles Thomas, right-handed pitcher\Juan Cruz and left-handed pitcher Dan Meyer.",Sports,2,1.3709416
7575,"Jose Mourinho, the Chelsea manager, last night talked about how  quot;emotional quot; it will be returning to Barcelona in the last 16, knockout stage of the Champions League.",Sports,2,1.3538653
7584,"Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to an 89-86 victory over the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.",Sports,2,1.2462325
7586,"Miami, FL (Sports Network) - Shaquille O #39;Neal had 20 points, 10 rebounds, seven assists and three blocks and Dwyane Wade led all scorers with 25 points, as the Miami Heat downed the Denver Nuggets, 107-100.",Sports,2,1.3741909
